age,marital,dwelling,edu,foodins,weight,female,immigr,rural,children,household,joblose,finimpact,pfg,anx2,nmissingvars,finimp3,fooddich,_est_est1,_est_est2,_est_est3,_est_est4
"45 to 54 years old","Married/Common law","High-rise apartment 5 or more stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",3150.171,0,1,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","Less than high school diploma or its equivalent","Food secure",4601.761,0,0,1,"No Child",2,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
"25 to 34 years old","Never married","Single detached house","University certificate or diploma below the bachelor's level","Food secure",7545.618,0,0,0,"No Child",3,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2509.437,0,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Food secure",6455.206,0,0,0,"No Child",1,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",6423.838,0,0,1,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Severely food insecure",2086.625,0,0,0,"No Child",2,"Valid skip","Moderate",1,0,0,"Impact",1,1,1,1,1
"35 to 44 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",3366.63,0,0,0,"No Child",1,"Not expected","Moderate",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",3413.522,0,0,0,"No Child",2,"Not expected","Moderate",1,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Never married","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1370.993,0,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2475.9,0,0,0,"No Child",1,"Not expected","Moderate",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",9175.83,0,0,0,"No Child",2,"Might lose","No impact",1,1,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",662.0715,0,0,0,"No Child",1,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Never married","Single detached house","Less than high school diploma or its equivalent","Food secure",6079.511,0,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Single detached house","College/CEGEP/other non-university certificate or diploma","Marginally food insecure",792.6116,0,1,0,"No Child",1,"Not expected","Minor",1,0,0,"Impact",1,1,1,1,1
"25 to 34 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2771.948,0,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2022.236,0,0,0,"No Child",1,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Never married","Low-rise apartment less than 5 stories","University certificate, diploma, degree above the BA level","Food secure",1531.432,0,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",14872.18,0,0,0,"No Child",2,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",11375.74,0,1,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Married/Common law","Low-rise apartment less than 5 stories","College/CEGEP/other non-university certificate or diploma","Food secure",4143.852,0,1,0,"No Child",2,"Valid skip","Moderate",1,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",6388.493,0,0,1,"No Child",2,"Valid skip","Too soon",1,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",1343.092,0,0,1,"No Child",2,"Valid skip","Major",0,0,1,"Impact",0,1,1,1,1
"65 to 74 years old","Never married","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",8274.906,0,0,0,"No Child",1,"Valid skip","Moderate",0,0,0,"Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","University certificate or diploma below the bachelor's level","Food secure",571.9051,0,0,1,"No Child",1,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
"25 to 34 years old","Never married","Low-rise apartment less than 5 stories","Less than high school diploma or its equivalent","Marginally food insecure",19659.01,0,0,0,"No Child",1,"Might lose","Moderate",1,1,0,"Impact",1,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","College/CEGEP/other non-university certificate or diploma","Moderately food insecure",1838.903,0,0,0,"No Child",1,"Valid skip","No impact",1,0,0,"No Impact",1,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1390.546,0,0,1,"No Child",2,"Not expected","Major",0,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",7228.333,0,0,1,"No Child",2,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Never married","Low-rise apartment less than 5 stories","College/CEGEP/other non-university certificate or diploma","Severely food insecure",662.53,0,1,0,"No Child",1,"Valid skip","Minor",1,1,0,"Impact",1,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",3445.714,0,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","College/CEGEP/other non-university certificate or diploma","Food secure",2476.014,0,0,0,"No Child",1,"Not expected","No impact",1,1,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Other","University certificate, diploma, degree above the BA level","Food secure",851.5488,0,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",3960.97,0,0,0,"No Child",2,"Valid skip","Moderate",0,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Moderately food insecure",12567.24,0,0,1,"No Child",3,"Not expected","Major",1,1,0,"Impact",1,1,1,1,1
"75 years and older","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",1708.153,0,1,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1703.287,0,0,0,"No Child",2,"Valid skip","Too soon",0,1,0,"Too soon",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",2073.597,0,0,0,"No Child",2,"Valid skip","Moderate",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",2196.831,0,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","High-rise apartment 5 or more stories","Trade certificate or diploma","Food secure",9651.281,0,0,0,"No Child",2,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",44957.06,0,0,0,"No Child",4,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1194.474,0,0,0,"No Child",2,"Valid skip","Too soon",1,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Other","Trade certificate or diploma","Food secure",9920.133,0,1,0,"No Child",2,"Valid skip","Moderate",1,1,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",4138.449,0,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Less than high school diploma or its equivalent","Moderately food insecure",3286.496,0,0,1,"No Child",2,"Not expected","Moderate",0,0,1,"Impact",1,1,1,1,1
"15 to 24 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Food secure",15355.09,0,1,0,"No Child",4,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Marginally food insecure",1404.475,0,0,0,"No Child",2,"Not expected","Moderate",1,0,0,"Impact",1,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Other","High school diploma or a high school equivalency certificate","Food secure",13965.45,0,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",5871.112,0,1,0,"No Child",2,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Single detached house","Less than high school diploma or its equivalent","Food secure",23337.11,0,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Trade certificate or diploma","Marginally food insecure",1381.153,0,0,1,"No Child",2,"Valid skip","Moderate",1,0,0,"Impact",1,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1264.474,0,0,0,"No Child",2,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",5013.73,0,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",3183.173,0,0,0,"No Child",2,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2534.825,0,0,1,"No Child",2,"Not expected","Minor",1,1,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1009.985,0,0,1,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"15 to 24 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",11855.6,0,0,1,"No Child",4,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",18333.38,0,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",4216.54,0,1,0,"No Child",3,"Might lose","Moderate",1,0,0,"Impact",0,1,1,1,1
"15 to 24 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Food secure",14570.06,0,0,0,"No Child",1,"Valid skip","Minor",1,1,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4348.813,0,0,0,"No Child",2,"Valid skip","Moderate",1,0,1,"Impact",0,1,1,1,1
"15 to 24 years old","Never married","Low-rise apartment less than 5 stories","College/CEGEP/other non-university certificate or diploma","Food secure",1261.97,0,0,0,"No Child",1,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1270.081,0,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","High-rise apartment 5 or more stories","High school diploma or a high school equivalency certificate","Food secure",6078.891,0,0,0,"No Child",1,"Not expected","Too soon",1,1,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1312.496,0,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",1512.333,0,0,0,"No Child",2,"Might lose","Moderate",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",13412.95,0,1,0,"No Child",3,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1181.564,0,0,0,"No Child",2,"Not expected","Too soon",0,0,1,"Too soon",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Food secure",4081.259,0,0,0,"No Child",1,"Valid skip","Major",0,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Food secure",846.7768,0,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Moderately food insecure",537.3995,0,0,0,"No Child",1,"Not expected","No impact",1,1,0,"No Impact",1,1,1,1,1
"45 to 54 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Food secure",5547.001,0,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Food secure",774.9093,0,0,0,"No Child",1,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"25 to 34 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Marginally food insecure",44996,0,0,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",1,1,1,1,1
"25 to 34 years old","Married/Common law","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",25190.61,0,1,0,"No Child",2,"Not expected","Too soon",1,0,0,"Too soon",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",3458.685,0,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2343.001,0,0,1,"No Child",2,"Valid skip","Moderate",0,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Never married","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",2993.04,0,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1318.026,0,0,1,"No Child",3,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
"25 to 34 years old","Never married","Low-rise apartment less than 5 stories","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",4658.451,0,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Single detached house","High school diploma or a high school equivalency certificate","Food secure",1634.671,0,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1158.948,0,1,0,"No Child",1,"Not expected","Major",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","University certificate, diploma, degree above the BA level","Food secure",781.2705,0,0,0,"No Child",1,"Valid skip","Major",1,1,1,"Impact",0,1,1,1,1
"55 to 64 years old","Never married","Single detached house","University certificate, diploma, degree above the BA level","Food secure",6893.307,0,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",4674.577,0,0,0,"No Child",2,"Not expected","Moderate",1,0,0,"Impact",0,1,1,1,1
"15 to 24 years old","Never married","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Marginally food insecure",3861.526,0,0,0,"No Child",1,"Might lose","Major",1,1,0,"Impact",1,1,1,1,1
"45 to 54 years old","Never married","High-rise apartment 5 or more stories","University certificate, diploma, degree above the BA level","Marginally food insecure",2485.429,0,1,0,"No Child",2,"Might lose","Major",0,0,0,"Impact",1,1,1,1,1
"55 to 64 years old","Married/Common law","Other","High school diploma or a high school equivalency certificate","Food secure",3790.494,0,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",27288.36,0,1,0,"No Child",3,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Food secure",1279.603,0,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",6963.715,0,0,1,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1686.459,0,1,0,"No Child",2,"Not expected","Minor",1,1,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",3697.758,0,0,1,"No Child",2,"Not expected","Minor",0,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Other","College/CEGEP/other non-university certificate or diploma","Food secure",1835.57,0,0,1,"No Child",2,"Might lose","Major",1,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Never married","Single detached house","High school diploma or a high school equivalency certificate","Food secure",19909.19,0,0,0,"No Child",1,"Valid skip","Major",1,1,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",4073.251,0,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","Single detached house","University certificate, diploma, degree above the BA level","Food secure",1232.782,0,0,0,"No Child",1,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",2214.473,0,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Other","High school diploma or a high school equivalency certificate","Food secure",9597.94,0,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1214.722,0,0,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Less than high school diploma or its equivalent","Food secure",6638.402,0,0,1,"No Child",2,"Valid skip","Major",0,1,0,"Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",3139.511,0,0,0,"No Child",2,"Valid skip","Major",1,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","High-rise apartment 5 or more stories","Trade certificate or diploma","Food secure",1006.174,0,1,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",7376.1,0,1,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","Other","High school diploma or a high school equivalency certificate","Moderately food insecure",2567.095,0,0,1,"No Child",1,"Might lose","Major",1,0,0,"Impact",1,1,1,1,1
"75 years and older","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",15079.38,0,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1478.957,0,0,1,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",4893.325,0,0,1,"No Child",2,"Not expected","Too soon",1,0,0,"Too soon",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",2453.038,0,0,0,"No Child",3,"Not expected","Moderate",1,1,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Other","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",7936.99,0,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Widowed/Separated/Divorced","High-rise apartment 5 or more stories","Trade certificate or diploma","Food secure",7159.947,0,0,0,"No Child",1,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"35 to 44 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",3370.558,0,0,1,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"75 years and older","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",1193.86,0,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"75 years and older","Widowed/Separated/Divorced","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",1513.84,0,0,0,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",1085.788,0,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",3141.226,0,0,1,"No Child",3,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Single detached house","Trade certificate or diploma","Food secure",3179.997,0,0,0,"No Child",1,"Not expected","Too soon",1,0,0,"Too soon",0,1,1,1,1
"65 to 74 years old","Never married","Single detached house","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Food secure",4119.611,0,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4196.952,0,0,0,"No Child",2,"Valid skip","Too soon",0,0,0,"Too soon",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2968.504,0,0,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","College/CEGEP/other non-university certificate or diploma","Food secure",1490.016,0,1,0,"No Child",1,"Not expected","Minor",1,0,0,"Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Severely food insecure",837.2242,0,0,0,"No Child",2,"Not expected","Moderate",1,1,0,"Impact",1,1,1,1,1
"55 to 64 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",483.0276,0,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Never married","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",858.9854,0,0,0,"No Child",1,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",2501.274,0,0,0,"No Child",2,"Might lose","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","University certificate or diploma below the bachelor's level","Food secure",3549.538,0,0,0,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"45 to 54 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4509.386,0,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",7608.475,0,0,0,"No Child",3,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"35 to 44 years old","Never married","High-rise apartment 5 or more stories","University certificate, diploma, degree above the BA level","Food secure",3729.853,0,1,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",2384.488,0,0,0,"No Child",2,"Not expected","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Widowed/Separated/Divorced","Other","University certificate, diploma, degree above the BA level","Food secure",549.5115,0,0,0,"No Child",1,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","Trade certificate or diploma","Food secure",987.7039,0,0,0,"No Child",2,"Valid skip","Minor",0,0,0,"Impact",0,1,1,1,1
"55 to 64 years old","Married/Common law","Single detached house","College/CEGEP/other non-university certificate or diploma","Food secure",3282.335,0,0,0,"No Child",2,"Not expected","No impact",0,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",20323.11,0,1,0,"No Child",2,"Not expected","Moderate",0,0,0,"Impact",0,1,1,1,1
"45 to 54 years old","Never married","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Moderately food insecure",2857.375,0,0,0,"No Child",1,"Valid skip","Major",1,1,0,"Impact",1,1,1,1,1
"75 years and older","Married/Common law","Single detached house","University certificate, diploma, degree above the BA level","Food secure",7698.685,0,0,1,"No Child",2,"Valid skip","No impact",1,0,0,"No Impact",0,1,1,1,1
"65 to 74 years old","Married/Common law","Single detached house","High school diploma or a high school equivalency certificate","Food secure",4992.575,0,0,1,"No Child",2,"Valid skip","No impact",0,0,0,"No Impact",0,1,1,1,1
"55 to 64 years old","Widowed/Separated/Divorced","Low-rise apartment less than 5 stories","High school diploma or a high school equivalency certificate","Moderately food insecure",1627.773,0,0,0,"No Child",1,"Not expected","No impact",1,0,0,"No Impact",1,1,1,1,1
"65 to 74 years old","Married/Common law","Other","High school diploma or a high school equivalency certificate","Food secure",18306.36,0,0,0,"No Child",2,"Valid skip","Minor",1,0,0,"Impact",0,1,1,1,1
